"Label","Power (kW)"
"","2082.39"
"","2139.22"
"","2176.08"
"","2199.28"
"","2093.67"
"08:00","2013.21"
"","1942.02"
"","2025.41"
"","2172.16"
"","2221.13"
"","2216.92"
"","2257.14"
"","2150.88"
"","2151.77"
"","2197.9"
"","2201.29"
"","2206.13"
"","2096.63"
"","2332.81"
"","2275.33"
"","2343.82"
"","2432.92"
"","2500.66"
"","2523.92"
"","2525.42"
"","2523.05"
"","2514.12"
"","2517.39"
"","2522.14"
"","2534.2"
"","2549.83"
"","2561.37"
"","2580.21"
"","2594.94"
"","2608.38"
"","2621.25"
"","2634.33"
"","2677.65"
"","2694.25"
"","2712.27"
"","2715.48"
"","2737.67"
"","2746.14"
"","2752.53"
"","2768.85"
"","2793.3"
"","2797.8"
"","2819.2"
"","2830.08"
"","2845.84"
"","2842.38"
"","2873.23"
"","2871.32"
"","2881.31"
"","2894.64"
"","2903.44"
"","2925.09"
"","2936.15"
"","2953.35"
"","2967.54"
"","2999.34"
"","2993.43"
"","3005.06"
"","3018.07"
"","3029.87"
"09:00","3039.97"
"","3054.47"
"","3071.65"
"","3083.12"
"","3084.31"
"","3108.52"
"","3153.07"
"","3160.19"
"","3162.59"
"","3176.27"
"","3215.39"
"","3219.47"
"","3231.93"
"","3254.14"
"","3219.67"
"","3282.42"
"","3277.47"
"","3270.09"
"","3280.23"
"","3300.46"
"","3317.92"
"","3331.5"
"","3117.07"
"","3241.85"
"","3363.02"
"","3349.46"
"","3364.41"
"","3381.84"
"","3410.92"
"","3423.29"
"","3421.62"
"","3416.66"
"","3430.99"
"","3436.83"
"","3476.5"
"","3480.95"
"","3490.04"
"","3503.8"
"","3513.02"
"","3522.18"
"","3526.99"
"","3537.24"
"","3550.17"
"","3544.28"
"","3536.48"
"","3522.55"
"","3595.7"
"","3602.17"
"","3627.19"
"","3643.51"
"","3477.08"
"","3466.13"
"","3687.31"
"","3704.24"
"","3730.45"
"","3710.96"
"","3729.04"
"","3726.22"
"","3783.33"
"","3828.17"
"10:00","3760.02"
"","3745.86"
"","3663.45"
"","3737.82"
"","3687.84"
"","3652.98"
"","3754.22"
"","3329.57"
"","3478.19"
"","3107.03"
"","3181.83"
"","3317.81"
"","3556.22"
"","3407.09"
"","3594.87"
"","3571.71"
"","3541.62"
"","3945.48"
"","3786.33"
"","3772.74"
"","3683.21"
"","3553.87"
"","3442.25"
"","3249.91"
"","3152.05"
"","3223.22"
"","3156.2"
"","3137.47"
"","3202.35"
"","3173.3"
"","3495.02"
"","3681.35"
"","3621.91"
"","3271.41"
"","2352.96"
"","2382.27"
"","2459.46"
"","2463.97"
"","3171.97"
"","2934.31"
"","2341.13"
"","1973.7"
"","1956.13"
"","2195.37"
"","2733.13"
"","3221.74"
"","3637.57"
"","3876.27"
"","3791.35"
"","3827.87"
"","4254.7"
"","4341.93"
"","4306.34"
"","4270.21"
"","4243.49"
"","4268.16"
"","4245.86"
"","4206.25"
"","4254.62"
"","4330.16"
"11:00","4265.43"
"","4198.91"
"","4066.31"
"","3883.08"
"","3890.78"
"","3563.5"
"","3749.12"
"","3689.24"
"","2955.34"
"","2666.33"
"","1951.04"
"","2760.22"
"","2869.31"
"","2550.93"
"","2493.36"
"","3354.49"
"","4035.77"
"","3519.97"
"","2847.61"
"","2143.44"
"","1894.88"
"","1966.29"
"","2189.82"
"","2546.21"
"","3053.13"
"","3713.89"
"","3506.11"
"","2245.47"
"","1753.97"
"","1630.23"
"","1436.32"
"","1731.36"
"","2259.37"
"","3316.66"
"","3876.84"
"","4214.79"
"","3519.12"
"","2399.03"
"","2329.35"
"","2744.03"
"","3330.06"
"","3981.61"
"","4396.54"
"","4450.62"
"","4389.66"
"","4406.59"
"","4379.69"
"","4393.33"
"","4391.85"
"","4135.13"
"","4252.01"
"","3593.72"
"","3726.79"
"","3556.14"
"","3458.29"
"","3360.69"
"","3668.83"
"","3846.9"
"","3773.05"
"","3277.1"
"12:00","3412.3"
"","2142.54"
"","2027.75"
"","2665.92"
"","2934.4"
"","2861.26"
"","1903.85"
"","2166.67"
"","2531.26"
"","3089.43"
"","3650.95"
"","4089.49"
"","4308.42"
"","4259.94"
"","4286.33"
"","4308"
"","4304.56"
"","4123.2"
"","4278.04"
"","4347.97"
"","4385.04"
"","4385.13"
"","4380.67"
"","4372.29"
"","4338.27"
"","4278.75"
"","4251.93"
"","4247.99"
"","4244.12"
"","4218.05"
"","4238.12"
"","4233.07"
"","4206.91"
"","4206.54"
"","4197.77"
"","4212.94"
"","4184.9"
"","4150.85"
"","4130.03"
"","4143.09"
"","4139.42"
"","3929.55"
"","3915.17"
"","3934.99"
"","4183.14"
"","4182.55"
"","4170.82"
"","4137.34"
"","4146.82"
"","4166"
"","4176.98"
"","4175.99"
"","4188.22"
"","4181.97"
"","4170.56"
"","4163.31"
"","4134.92"
"","4115.72"
"","4155.81"
"","4157.26"
"13:00","3845.7"
"","3499.63"
"","3864.76"
"","4077.92"
"","4134.02"
"","4120.66"
"","3955.08"
"","3156.62"
"","2926.12"
"","3181.21"
"","3613.54"
"","2350.44"
"","2294.17"
"","2915.34"
"","3137.42"
"","3348.53"
"","3717.94"
"","3441.44"
"","3758.95"
"","3996.76"
"","4010.62"
"","4001.14"
"","4003.32"
"","4022.06"
"","4008.4"
"","4027.45"
"","3977.37"
"","3986.89"
"","3947.23"
"","3893.22"
"","3841.33"
"","3652.45"
"","3546.37"
"","3151.83"
"","3129.98"
"","3246.25"
"","3255.22"
"","3455.6"
"","3367.8"
"","3312.89"
"","3455.54"
"","3311.26"
"","3472.68"
"","3764.58"
"","3808.28"
"","3742.02"
"","3812.64"
"","3665.62"
"","3501.05"
"","3295.45"
"","3297.71"
"","3614.72"
"","3609.09"
"","3702.53"
"","3688.85"
"","3693.08"
"","3470.96"
"","3528.24"
"","3514.82"
"","3495.47"
"14:00","3582.18"
"","3496.02"
"","3587.12"
"","3601.44"
"","3595.13"
"","3581.45"
"","3561.77"
"","3545.8"
"","3550.2"
"","3542.85"
"","3521.46"
"","3507.57"
"","3495.58"
"","3505.05"
"","3484.23"
"","3477.05"
"","3452.45"
"","3425.09"
"","3415.96"
"","3400.52"
"","3385.38"
"","3380.26"
"","3333.22"
"","3335.93"
"","3329.01"
"","3327.05"
"","3356.76"
"","3349.13"
"","3329.76"
"","3269.68"
"","3250.11"
"","3233.32"
"","3254.45"
"","3260.74"
"","3213.63"
"","3204.16"
"","3142.15"
"","3102.85"
"","3123.72"
"","2918.05"
"","3102.73"
"","3179.84"
"","3155"
"","3130.56"
"","3123.88"
"","3067.43"
"","3076.29"
"","3040.51"
"","3027.45"
"","2967.23"
"","2995.54"
"","2996.87"
"","2991.17"
"","2973.68"
"","2946.9"
"","2917.23"
"","2871.73"
"","2828.45"
"","2726.88"
"","2716.41"
"15:00","2742.21"
"","2688.41"
"","2694.68"
"","2692"
"","2703.69"
"","2779.3"
"","2742.63"
"","2740.39"
"","2725.86"
"","2698.43"
"","2688.85"
"","2671.85"
"","2653.34"
"","2647.13"
"","2625.26"
"","2600.3"
"","2588.63"
"","2578.82"
"","2563.04"
"","2545.83"
"","2524.91"
"","2466.11"
"","2347.88"
"","2347.29"
"","2319.16"
"","2321.5"
"","2332.96"
"","2101.59"
"","2064.46"
"","2054.45"
"","2070.65"
"","2122.56"
"","2089.06"
"","2260.7"
"","2256.38"
"","2224.62"
"","2236.77"
"","2219.71"
"","2186.9"
"","2212.6"
"","2191.23"
"","2174.47"
"","2157.74"
"","2135.62"
"","2098.96"
"","2076.57"
"","2046.74"
"","1988.56"
"","1992.46"
"","1947.78"
"","1939.5"
"","1882.91"
"","1883.93"
"","1843.18"
"","1790.18"
"","1770.56"
"","1643.99"
"","1663.26"
"","1599.59"
"","1571.57"
"16:00","1587.33"
"","1585.16"
"","1628.51"
"","1703.63"
"","1710.27"
"","1683.83"
"","1547.94"
"","1450.84"
"","1423.54"
"","1400.09"
"","1425.39"
"","1436.08"
"","1467.2"
"","1448.66"
"","1465.91"
"","1408.48"
"","1403.87"
"","1368.51"
"","1281.06"
"","1208.44"
"","1168.97"
"","1144.01"
"","1108.74"
"","1110.29"
"","1080.63"
"","1065.57"
"","1058.35"
"","995.97"
"","967.28"
"","958.06"
"","955.24"
"","951.63"
"","947.2"
"","927.44"
"","913.9"
"","898.55"
"","885.12"
"","877.33"
"","864.91"
"","862.6"
"","846.94"
"","818.22"
"","798.83"
"","775.26"
"","752.04"
"","726.82"
"","706.23"
"","690.28"
"","671.6"
"","651.38"
"","631.04"
"","617.41"
"","603.87"
"","591.37"
"","576.19"
"","557.97"
"","540.74"
"","522.76"
"","505.7"
"","490.17"
"17:00","475.53"
"","458.89"
"","442.49"
"","423.06"
"","404.23"
"","387.45"
"","370.2"
"","351.29"
"","330.29"
"","310.94"
"","291.48"
"","274.69"
"","257.53"
"","241.72"
"","227.85"
"","213.33"
"","198.44"
"","184.69"
"","171.94"
"","159.18"
"","146.81"
"","134.55"
"","120.6"
"","108.38"
"","97.14"
"","88.17"
"","77.57"
"","67.81"
"","60.01"
"","53.44"
"","46.52"
"","39.68"
"","34.48"
"","22.59"
"","16.15"
"","15.68"
"","10.54"
"","8.94"
"","5.25"
"","4.06"
"","2.88"
"","0.43"
"","0.28"
"","0.32"
"","0.27"
"","0.27"
"","0.27"
"","0.18"
"","0.13"
"","0.14"
"","0.14"
"","0.15"
"","0.14"
"","0.14"
"","0.18"
"","0.18"
"","0.2"
"","0.18"
"","0.19"
"","0.18"
"18:00","0.24"
"","0.22"
"","0.19"
"","0.2"
"","0.18"
"","0.17"
"","0.17"
"","0.2"
"","0.19"
"","0.2"
"","0.22"
"","0.2"
"","0.2"
"","0.21"
"","0.19"
"","0.21"
"","0.2"
"","0.2"
"","0.19"
"","0.21"
"","0.21"
"","0.21"
"","0.19"
"","0.21"
"","0.21"
"","0.21"
"","0.2"
"","0.22"
"","0.21"
"","0.21"
"","0.21"
"","0.21"
"","0.21"
"","0.21"
"","0.19"
"","0.2"
"","0.2"
"","0.21"
"","0.22"
"","0.19"
"","0.21"
"","0.22"
"","0.22"
"","0.2"
"","0.21"
"","0.22"
"","0.21"
"","0.22"
"","0.2"
"","0.2"
"","0.2"
"","0.2"
"","0.2"
"","0.23"
"","0.2"
"","0.21"
"","0.22"
"","0.21"
"","0.22"
"","0.2"
"19:00","0.2"
